model,target_mode,long_decile,short_decile,backtest_start,backtest_end,cum_return,cum_alpha,ann_return,ann_vol,sharpe,max_drawdown,oos_alpha_monthly,oos_alpha_annual,oos_alpha_tstat,n_months
elastic_net,alpha,0.1,0,,,29.771571605962098,-0.1837048273942773,0.10285537008183421,0.1705177525111466,0.5140364294192769,-0.5636995216400342,-0.00041664913224969064,-0.004999789586996288,-0.6961610020553034,420
equal_weight_all,alpha,0.1,0,,,28.046431303106033,-0.3736674086458781,0.10103886938736428,0.15331830948672315,0.5424064269539353,-0.5129594979723695,-0.0010978887001235815,-0.013174664401482978,-3.798167363860881,420
ols,alpha,0.1,0,,,41.289131739952076,0.12260029439725972,0.11291931328391236,0.16932489395476408,0.5703224572331306,-0.5518261558430656,0.00032657211759782104,0.0039188654111738525,0.6208323023477462,420
random_forest,alpha,0.1,0,,,39.88074750053779,0.17612354998120328,0.11184281805832641,0.1704378230730254,0.5622014906924603,-0.5263125227038545,0.00044947634902995883,0.005393716188359506,0.7700032288324173,420
xgboost,alpha,0.1,0,,,39.553573197803665,0.16709133966749867,0.11158758934048718,0.1694206348633424,0.5631590635371935,-0.5258397723439003,0.0004245486536627847,0.0050945838439534165,0.768310861307163,420
